variant_id,template_id,name,default_code,category,is_confirmed_transacted,is_full_transacted,classification
220,209,Engine and Hydraulic Parts Item 172,PORTFOLIO_2026_V1-PROD-172,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
221,210,Undercarriage Parts Item 173,PORTFOLIO_2026_V1-PROD-173,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
222,211,Filters and Maintenance Parts Item 174,PORTFOLIO_2026_V1-PROD-174,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
223,212,Consumables Item 175,PORTFOLIO_2026_V1-PROD-175,Portfolio 2026 / Consumables,True,True,portfolio_transacted
224,213,Heavy Equipment Item 176,PORTFOLIO_2026_V1-PROD-176,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
225,214,Engine and Hydraulic Parts Item 177,PORTFOLIO_2026_V1-PROD-177,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
226,215,Undercarriage Parts Item 178,PORTFOLIO_2026_V1-PROD-178,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
227,216,Filters and Maintenance Parts Item 179,PORTFOLIO_2026_V1-PROD-179,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
228,217,Consumables Item 180,PORTFOLIO_2026_V1-PROD-180,Portfolio 2026 / Consumables,True,True,portfolio_transacted
229,218,Heavy Equipment Item 181,PORTFOLIO_2026_V1-PROD-181,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
230,219,Engine and Hydraulic Parts Item 182,PORTFOLIO_2026_V1-PROD-182,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
231,220,Undercarriage Parts Item 183,PORTFOLIO_2026_V1-PROD-183,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
232,221,Filters and Maintenance Parts Item 184,PORTFOLIO_2026_V1-PROD-184,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
233,222,Consumables Item 185,PORTFOLIO_2026_V1-PROD-185,Portfolio 2026 / Consumables,True,True,portfolio_transacted
234,223,Heavy Equipment Item 186,PORTFOLIO_2026_V1-PROD-186,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
235,224,Engine and Hydraulic Parts Item 187,PORTFOLIO_2026_V1-PROD-187,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
236,225,Undercarriage Parts Item 188,PORTFOLIO_2026_V1-PROD-188,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
237,226,Filters and Maintenance Parts Item 189,PORTFOLIO_2026_V1-PROD-189,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
238,227,Consumables Item 190,PORTFOLIO_2026_V1-PROD-190,Portfolio 2026 / Consumables,True,True,portfolio_transacted
239,228,Heavy Equipment Item 191,PORTFOLIO_2026_V1-PROD-191,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
240,229,Engine and Hydraulic Parts Item 192,PORTFOLIO_2026_V1-PROD-192,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
241,230,Undercarriage Parts Item 193,PORTFOLIO_2026_V1-PROD-193,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
242,231,Filters and Maintenance Parts Item 194,PORTFOLIO_2026_V1-PROD-194,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
243,232,Consumables Item 195,PORTFOLIO_2026_V1-PROD-195,Portfolio 2026 / Consumables,True,True,portfolio_transacted
244,233,Heavy Equipment Item 196,PORTFOLIO_2026_V1-PROD-196,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
245,234,Engine and Hydraulic Parts Item 197,PORTFOLIO_2026_V1-PROD-197,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
246,235,Undercarriage Parts Item 198,PORTFOLIO_2026_V1-PROD-198,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
247,236,Filters and Maintenance Parts Item 199,PORTFOLIO_2026_V1-PROD-199,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
248,237,Consumables Item 200,PORTFOLIO_2026_V1-PROD-200,Portfolio 2026 / Consumables,True,True,portfolio_transacted
249,238,Heavy Equipment Item 201,PORTFOLIO_2026_V1-PROD-201,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
250,239,Engine and Hydraulic Parts Item 202,PORTFOLIO_2026_V1-PROD-202,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
251,240,Undercarriage Parts Item 203,PORTFOLIO_2026_V1-PROD-203,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
252,241,Filters and Maintenance Parts Item 204,PORTFOLIO_2026_V1-PROD-204,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
253,242,Consumables Item 205,PORTFOLIO_2026_V1-PROD-205,Portfolio 2026 / Consumables,True,True,portfolio_transacted
254,243,Heavy Equipment Item 206,PORTFOLIO_2026_V1-PROD-206,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
255,244,Engine and Hydraulic Parts Item 207,PORTFOLIO_2026_V1-PROD-207,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
256,245,Undercarriage Parts Item 208,PORTFOLIO_2026_V1-PROD-208,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
257,246,Filters and Maintenance Parts Item 209,PORTFOLIO_2026_V1-PROD-209,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
258,247,Consumables Item 210,PORTFOLIO_2026_V1-PROD-210,Portfolio 2026 / Consumables,True,True,portfolio_transacted
259,248,Heavy Equipment Item 211,PORTFOLIO_2026_V1-PROD-211,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
260,249,Engine and Hydraulic Parts Item 212,PORTFOLIO_2026_V1-PROD-212,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
261,250,Undercarriage Parts Item 213,PORTFOLIO_2026_V1-PROD-213,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
262,251,Filters and Maintenance Parts Item 214,PORTFOLIO_2026_V1-PROD-214,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
263,252,Consumables Item 215,PORTFOLIO_2026_V1-PROD-215,Portfolio 2026 / Consumables,True,True,portfolio_transacted
264,253,Heavy Equipment Item 216,PORTFOLIO_2026_V1-PROD-216,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
265,254,Engine and Hydraulic Parts Item 217,PORTFOLIO_2026_V1-PROD-217,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
266,255,Undercarriage Parts Item 218,PORTFOLIO_2026_V1-PROD-218,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
267,256,Filters and Maintenance Parts Item 219,PORTFOLIO_2026_V1-PROD-219,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
268,257,Consumables Item 220,PORTFOLIO_2026_V1-PROD-220,Portfolio 2026 / Consumables,True,True,portfolio_transacted
269,258,Heavy Equipment Item 221,PORTFOLIO_2026_V1-PROD-221,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
270,259,Engine and Hydraulic Parts Item 222,PORTFOLIO_2026_V1-PROD-222,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
271,260,Undercarriage Parts Item 223,PORTFOLIO_2026_V1-PROD-223,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
272,261,Filters and Maintenance Parts Item 224,PORTFOLIO_2026_V1-PROD-224,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
273,262,Consumables Item 225,PORTFOLIO_2026_V1-PROD-225,Portfolio 2026 / Consumables,True,True,portfolio_transacted
274,263,Heavy Equipment Item 226,PORTFOLIO_2026_V1-PROD-226,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
275,264,Engine and Hydraulic Parts Item 227,PORTFOLIO_2026_V1-PROD-227,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
276,265,Undercarriage Parts Item 228,PORTFOLIO_2026_V1-PROD-228,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
277,266,Filters and Maintenance Parts Item 229,PORTFOLIO_2026_V1-PROD-229,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
278,267,Consumables Item 230,PORTFOLIO_2026_V1-PROD-230,Portfolio 2026 / Consumables,True,True,portfolio_transacted
279,268,Heavy Equipment Item 231,PORTFOLIO_2026_V1-PROD-231,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
280,269,Engine and Hydraulic Parts Item 232,PORTFOLIO_2026_V1-PROD-232,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
281,270,Undercarriage Parts Item 233,PORTFOLIO_2026_V1-PROD-233,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
282,271,Filters and Maintenance Parts Item 234,PORTFOLIO_2026_V1-PROD-234,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
283,272,Consumables Item 235,PORTFOLIO_2026_V1-PROD-235,Portfolio 2026 / Consumables,True,True,portfolio_transacted
284,273,Heavy Equipment Item 236,PORTFOLIO_2026_V1-PROD-236,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
285,274,Engine and Hydraulic Parts Item 237,PORTFOLIO_2026_V1-PROD-237,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
286,275,Undercarriage Parts Item 238,PORTFOLIO_2026_V1-PROD-238,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
287,276,Filters and Maintenance Parts Item 239,PORTFOLIO_2026_V1-PROD-239,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
288,277,Consumables Item 240,PORTFOLIO_2026_V1-PROD-240,Portfolio 2026 / Consumables,True,True,portfolio_transacted
1,1,Restaurant Expenses,,All / Expenses,False,False,standard_default_non_transacted
2,2,Hotel Accommodation,,All / Expenses,False,False,standard_default_non_transacted
17,11,Large Cabinet,E-COM07,All / Saleable / Office Furniture,False,False,standard_default_non_transacted
18,12,Storage Box,E-COM08,All / Saleable / Office Furniture,False,False,standard_default_non_transacted
20,14,Pedal Bin,E-COM10,All / Saleable / Office Furniture,False,False,standard_default_non_transacted
21,15,Cabinet with Doors,E-COM11,All / Saleable / Office Furniture,False,False,standard_default_non_transacted
23,16,Conference Chair,E-COM12,All / Saleable / Office Furniture,False,False,standard_default_non_transacted
24,16,Conference Chair,E-COM13,All / Saleable / Office Furniture,False,False,standard_default_non_transacted
37,28,Local Delivery,Delivery_010,All / Saleable / Services,False,False,standard_default_non_transacted
47,36,Deposit,,All / Saleable / Services,False,False,standard_default_non_transacted
