id,name,state,company_id,date_order,amount_total,partner_id,create_date,create_uid,classification
506,P00506,purchase,2,2026-11-26 10:00:00,92511000.00,118,2026-07-27 15:42:08.054263,2,VALID_PORTFOLIO
507,P00507,purchase,2,2026-11-23 10:00:00,153106000.00,112,2026-07-27 15:42:14.945745,2,VALID_PORTFOLIO
508,P00508,purchase,2,2026-11-12 10:00:00,43795000.00,120,2026-07-27 15:42:21.943377,2,VALID_PORTFOLIO
509,P00509,purchase,2,2026-12-04 10:00:00,157622000.00,115,2026-07-27 15:42:28.804225,2,VALID_PORTFOLIO
510,P00510,purchase,2,2026-12-13 10:00:00,289798000.00,110,2026-07-27 15:42:35.662585,2,VALID_PORTFOLIO
511,P00511,purchase,2,2026-12-18 10:00:00,256958000.00,123,2026-07-27 15:42:42.647606,2,VALID_PORTFOLIO
512,P00512,purchase,2,2026-12-19 10:00:00,50524000.00,129,2026-07-27 15:42:49.545179,2,VALID_PORTFOLIO
513,P00513,purchase,2,2026-12-16 10:00:00,103796000.00,114,2026-07-27 15:42:56.346739,2,VALID_PORTFOLIO
514,P00514,purchase,2,2026-12-19 10:00:00,9237000.00,113,2026-07-27 15:43:03.186091,2,VALID_PORTFOLIO
515,P00515,purchase,2,2026-12-06 10:00:00,160981000.00,111,2026-07-27 15:43:09.875303,2,VALID_PORTFOLIO
516,P00516,purchase,2,2026-12-24 10:00:00,118986000.00,128,2026-07-27 15:43:16.891465,2,VALID_PORTFOLIO
517,P00517,purchase,2,2026-12-22 10:00:00,286733000.00,113,2026-07-27 15:43:23.743247,2,VALID_PORTFOLIO
518,P00518,purchase,2,2026-12-03 10:00:00,216631000.00,118,2026-07-27 15:43:30.886706,2,VALID_PORTFOLIO
519,P00519,purchase,2,2026-12-14 10:00:00,111630000.00,114,2026-07-27 15:43:37.941038,2,VALID_PORTFOLIO
520,P00520,purchase,2,2026-12-28 10:00:00,127983000.00,120,2026-07-27 15:43:44.814034,2,VALID_PORTFOLIO
521,P00521,purchase,2,2026-12-16 10:00:00,65690000.00,110,2026-07-27 15:43:51.733336,2,VALID_PORTFOLIO
522,P00522,purchase,2,2026-12-26 10:00:00,103322000.00,133,2026-07-27 15:43:58.830532,2,VALID_PORTFOLIO
523,P00523,purchase,2,2026-12-06 10:00:00,147034000.00,129,2026-07-27 15:44:05.753465,2,VALID_PORTFOLIO
524,P00524,purchase,2,2026-12-11 10:00:00,23043000.00,112,2026-07-27 15:44:12.674671,2,VALID_PORTFOLIO
525,P00525,purchase,2,2026-12-28 10:00:00,66952000.00,112,2026-07-27 15:44:19.513857,2,VALID_PORTFOLIO
526,P00526,purchase,2,2026-12-28 10:00:00,358692000.00,130,2026-07-27 15:44:26.635115,2,VALID_PORTFOLIO
527,P00527,purchase,2,2026-12-24 10:00:00,48658000.00,127,2026-07-27 15:44:33.631672,2,VALID_PORTFOLIO
528,P00528,purchase,2,2026-12-04 10:00:00,33518000.00,117,2026-07-27 15:44:40.384144,2,VALID_PORTFOLIO
529,P00529,draft,1,2026-07-28 12:00:00,24138.50,9,2026-07-28 06:20:56.816152,1,OTHER_COMPANY
530,P00530,draft,1,2026-07-23 12:00:00,316.25,15,2026-07-28 06:20:56.816152,1,OTHER_COMPANY
531,P00531,draft,2,2026-08-03 16:27:15,3026.50,9,2026-08-03 16:26:30.435322,2,VALID_PORTFOLIO
532,P00532,draft,2,2026-08-03 16:27:16,3095.00,11,2026-08-03 16:26:30.435322,2,VALID_PORTFOLIO
533,P00533,draft,2,2026-08-03 16:27:16,255.00,15,2026-08-03 16:26:30.435322,2,VALID_PORTFOLIO
534,P00534,sent,2,2026-08-03 16:27:16,14563.00,12,2026-08-03 16:26:30.435322,2,VALID_PORTFOLIO
535,P00535,draft,2,2026-08-03 16:27:16,8658.00,10,2026-08-03 16:26:30.435322,2,VALID_PORTFOLIO
536,P00536,draft,2,2026-08-03 16:27:16,1335.00,9,2026-08-03 16:26:30.435322,2,VALID_PORTFOLIO
537,P00537,draft,2,2026-08-03 16:27:17,1222.50,12,2026-08-03 16:26:30.435322,2,VALID_PORTFOLIO
538,P00538,purchase,2,2026-07-29 16:27:17.319473,6465.50,9,2026-08-03 16:26:30.435322,2,VALID_PORTFOLIO
539,P00539,purchase,2,2026-07-19 16:27:17.857170,12500.00,11,2026-08-03 16:26:30.435322,2,VALID_PORTFOLIO
540,P00540,purchase,2,2026-07-19 16:27:18.251908,2505.00,15,2026-08-03 16:26:30.435322,2,VALID_PORTFOLIO
541,P00541,purchase,2,2026-08-05 16:27:18,6936.00,12,2026-08-03 16:26:30.435322,2,VALID_PORTFOLIO
