current_path,proposed_path,proposed_name,language,imported_by,invokes_other_scripts,hardcoded_paths,top_level_execution,database_read,database_write,odoo_xmlrpc_read,odoo_xmlrpc_write,filesystem_write,subprocess_usage,runtime_category,move_status,notes
ERP-BIDSS\backend\scratch\diagnose_spreadsheet_schema.py,ERP-BIDSS\backend\scratch\diagnose_spreadsheet_schema.py,diagnose_spreadsheet_schema.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\execute_stage2b_primary_deployment.py,ERP-BIDSS\backend\scratch\execute_stage2b_primary_deployment.py,execute_stage2b_primary_deployment.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\fix_spreadsheet_schema_attributes.py,ERP-BIDSS\backend\scratch\fix_spreadsheet_schema_attributes.py,fix_spreadsheet_schema_attributes.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\forensic_dashboard_anatomy.py,ERP-BIDSS\backend\scratch\forensic_dashboard_anatomy.py,forensic_dashboard_anatomy.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\forensic_fields_audit.py,ERP-BIDSS\backend\scratch\forensic_fields_audit.py,forensic_fields_audit.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\forensic_runtime_audit.py,ERP-BIDSS\backend\scratch\forensic_runtime_audit.py,forensic_runtime_audit.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\gate_2e11_orphan_cleanup.py,ERP-BIDSS\backend\scratch\gate_2e11_orphan_cleanup.py,gate_2e11_orphan_cleanup.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\gate_2e1_data_truth.py,ERP-BIDSS\backend\scratch\gate_2e1_data_truth.py,gate_2e1_data_truth.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\gate_2e3_storage_baseline.py,ERP-BIDSS\backend\scratch\gate_2e3_storage_baseline.py,gate_2e3_storage_baseline.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\gate_2e5_payload_audit.py,ERP-BIDSS\backend\scratch\gate_2e5_payload_audit.py,gate_2e5_payload_audit.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\gate_2e6_dynamic_test.py,ERP-BIDSS\backend\scratch\gate_2e6_dynamic_test.py,gate_2e6_dynamic_test.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\gate_2e7_browser_validation.py,ERP-BIDSS\backend\scratch\gate_2e7_browser_validation.py,gate_2e7_browser_validation.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\insert_custom_module.py,ERP-BIDSS\backend\scratch\insert_custom_module.py,insert_custom_module.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\inspect_charts_deep.py,ERP-BIDSS\backend\scratch\inspect_charts_deep.py,inspect_charts_deep.py,Python,None,False,False,Protected,True,False,False,False,False,False,VALIDATOR_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\inspect_core_dashboard_schemas.py,ERP-BIDSS\backend\scratch\inspect_core_dashboard_schemas.py,inspect_core_dashboard_schemas.py,Python,None,False,False,Protected,True,False,False,False,False,False,VALIDATOR_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\inspect_live_dashboard_json.py,ERP-BIDSS\backend\scratch\inspect_live_dashboard_json.py,inspect_live_dashboard_json.py,Python,None,False,False,Protected,True,False,False,False,False,False,VALIDATOR_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\inspect_odoo_dashboard_source.py,ERP-BIDSS\backend\scratch\inspect_odoo_dashboard_source.py,inspect_odoo_dashboard_source.py,Python,None,False,False,Protected,True,False,False,False,False,False,VALIDATOR_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\inspect_official_dashboard.py,ERP-BIDSS\backend\scratch\inspect_official_dashboard.py,inspect_official_dashboard.py,Python,None,False,False,Protected,True,False,False,False,False,False,VALIDATOR_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\investigate_truth_data.py,ERP-BIDSS\backend\scratch\investigate_truth_data.py,investigate_truth_data.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\link_submenus.py,ERP-BIDSS\backend\scratch\link_submenus.py,link_submenus.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\preflight_db.py,ERP-BIDSS\backend\scratch\preflight_db.py,preflight_db.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\read_attachment_file.py,ERP-BIDSS\backend\scratch\read_attachment_file.py,read_attachment_file.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\restore_clone_dashboards.py,ERP-BIDSS\backend\scratch\restore_clone_dashboards.py,restore_clone_dashboards.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\restore_official_core_dashboards.py,ERP-BIDSS\backend\scratch\restore_official_core_dashboards.py,restore_official_core_dashboards.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\seed_clone_dashboards.py,ERP-BIDSS\backend\scratch\seed_clone_dashboards.py,seed_clone_dashboards.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\seed_obidss_menus.py,ERP-BIDSS\backend\scratch\seed_obidss_menus.py,seed_obidss_menus.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\setup_clone_database.py,ERP-BIDSS\backend\scratch\setup_clone_database.py,setup_clone_database.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\update_client_actions.py,ERP-BIDSS\backend\scratch\update_client_actions.py,update_client_actions.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\update_module_db.py,ERP-BIDSS\backend\scratch\update_module_db.py,update_module_db.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\verify_attachment_structure.py,ERP-BIDSS\backend\scratch\verify_attachment_structure.py,verify_attachment_structure.py,Python,None,False,False,Protected,True,False,False,False,False,False,VALIDATOR_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scratch\verify_clone_implementation.py,ERP-BIDSS\backend\scratch\verify_clone_implementation.py,verify_clone_implementation.py,Python,None,False,False,Protected,True,False,False,False,False,False,VALIDATOR_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scripts\database_manager.py,ERP-BIDSS\backend\scripts\database_manager.py,database_manager.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\scripts\dataset_generator.py,ERP-BIDSS\backend\scripts\dataset_generator.py,dataset_generator.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\utils\helper.py,ERP-BIDSS\backend\utils\helper.py,helper.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\utils\validation.py,ERP-BIDSS\backend\utils\validation.py,validation.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\utils\__init__.py,ERP-BIDSS\backend\utils\__init__.py,__init__.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\validation\validate_phase10.py,ERP-BIDSS\backend\validation\validate_phase10.py,validate_phase10.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\validation\validate_phase11.py,ERP-BIDSS\backend\validation\validate_phase11.py,validate_phase11.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\validation\validate_phase8.py,ERP-BIDSS\backend\validation\validate_phase8.py,validate_phase8.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
ERP-BIDSS\backend\validation\validate_phase9.py,ERP-BIDSS\backend\validation\validate_phase9.py,validate_phase9.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\account_payment\models\__init__.py,scripts/__init__.py,__init__.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\base_sparse_field\models\__init__.py,scripts/__init__.py,__init__.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\crm_mail_plugin\models\__init__.py,scripts/__init__.py,__init__.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\http_routing\models\ir_http.py,scripts/ir_http.py,ir_http.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\link_tracker\models\__init__.py,scripts/__init__.py,__init__.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\obidss_operational_bi\__init__.py,scripts/__init__.py,__init__.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\obidss_operational_bi\__manifest__.py,scripts/__manifest__.py,__manifest__.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\obidss_operational_bi\models\obidss_data_quality.py,scripts/obidss_data_quality.py,obidss_data_quality.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\obidss_operational_bi\models\__init__.py,scripts/__init__.py,__init__.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\obidss_operational_bi\obidss_operational_bi\__init__.py,scripts/__init__.py,__init__.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\obidss_operational_bi\obidss_operational_bi\__manifest__.py,scripts/__manifest__.py,__manifest__.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\obidss_operational_bi\obidss_operational_bi\models\obidss_data_quality.py,scripts/obidss_data_quality.py,obidss_data_quality.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\obidss_operational_bi\obidss_operational_bi\models\__init__.py,scripts/__init__.py,__init__.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\stock\report\report_stock_rule.py,scripts/report_stock_rule.py,report_stock_rule.py,Python,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
odoo\addons\website_sale_wishlist\tests\test_wishlist_process.py,scripts/test_wishlist_process.py,test_wishlist_process.py,Python,None,False,False,Protected,True,False,False,False,False,False,TEST_INTEGRATION,CLASSIFIED,Phase 2 static analysis completed
scripts\configure_repository_remotes.ps1,scripts/configure_repository_remotes.ps1,configure_repository_remotes.ps1,PowerShell,None,False,False,Protected,True,False,False,False,False,False,DIAGNOSTIC_READ_ONLY,CLASSIFIED,Phase 2 static analysis completed
